id,dayNight,temp,wind,condition,venue_id,home_probablePitcher,away_probablePitcher,gameNumber,doubleHeader,season,homeTeam_id,awayTeam_id
2018/04/01/slnmlb-nynmlb-1,day,59,"12 mph, Out To RF",Cloudy,3289,571927,596133,1,N,2018,121,138
2018/04/01/wasmlb-cinmlb-1,day,50,"8 mph, L To R",Partly Cloudy,2602,607219,461829,1,N,2018,113,120
2018/04/02/balmlb-houmlb-1,night,78,"16 mph, Out To LF",Partly Cloudy,2392,450203,501957,1,N,2018,117,110
2018/04/02/bosmlb-miamlb-1,night,76,"11 mph, In From LF",Clear,4169,670950,598271,1,N,2018,146,111
2018/04/02/chamlb-tormlb-1,night,68,"0 mph, None",Roof Closed,14,448802,625643,1,N,2018,141,145
2018/04/02/chnmlb-cinmlb-1,day,44,"6 mph, In From LF",Overcast,2602,641816,543022,1,N,2018,113,112
2018/04/02/clemlb-anamlb-1,night,62,"7 mph, Out To RF",Overcast,1,500724,605182,1,N,2018,108,114
2018/04/02/colmlb-sdnmlb-1,night,61,"7 mph, Out To RF",Cloudy,2680,571951,518452,1,N,2018,135,115
2018/04/02/kcamlb-detmlb-1,day,36,"3 mph, L To R",Sunny,2394,434538,434628,1,N,2018,116,118
2018/04/02/lanmlb-arimlb-1,night,86,"5 mph, Out To CF",Clear,15,592836,547943,1,N,2018,109,119
2018/04/02/minmlb-pitmlb-1,day,40,"3 mph, Out To RF",Cloudy,31,592791,458681,1,N,2018,134,142
2018/04/02/slnmlb-milmlb-1,day,65,"0 mph, Calm",Roof Closed,32,605200,571945,1,N,2018,158,138
2018/04/02/texmlb-oakmlb-1,night,59,"11 mph, Out To RF",Partly Cloudy,10,592811,112526,1,N,2018,133,140
2018/04/02/wasmlb-atlmlb-1,night,77,"9 mph, In From RF",Partly Cloudy,4705,656794,543699,1,N,2018,144,120
2018/04/03/balmlb-houmlb-1,night,73,"0 mph, None",Roof Closed,2392,434378,605541,1,N,2018,117,110
2018/04/03/bosmlb-miamlb-1,night,77,"10 mph, In From CF",Partly Cloudy,4169,570632,519242,1,N,2018,146,111
2018/04/03/chamlb-tormlb-1,night,68,"0 mph, None",Roof Closed,14,457918,456068,1,N,2018,141,145
2018/04/03/clemlb-anamlb-1,night,65,"4 mph, Out To CF",Clear,1,572070,458708,1,N,2018,108,114
2018/04/03/colmlb-sdnmlb-1,night,67,"12 mph, Out To RF",Partly Cloudy,2680,475115,607536,1,N,2018,135,115
2018/04/03/kcamlb-detmlb-1,day,40,"13 mph, L To R",Overcast,2394,571510,596001,1,N,2018,116,118
2018/04/03/lanmlb-arimlb-1,night,83,"4 mph, L To R",Partly Cloudy,15,643327,477132,1,N,2018,109,119
2018/04/03/phimlb-nynmlb-1,night,40,"12 mph, In From CF",Drizzle,3289,518774,594902,1,N,2018,121,143
2018/04/03/seamlb-sfnmlb-1,day,61,"7 mph, Out To CF",Sunny,2395,621389,594835,1,N,2018,137,136
2018/04/03/slnmlb-milmlb-1,night,64,"0 mph, None",Roof Closed,32,502624,656427,1,N,2018,158,138
2018/04/03/tbamlb-nyamlb-1,day,40,"7 mph, In From CF",Overcast,3313,656756,502042,1,N,2018,147,139
2018/04/03/texmlb-oakmlb-1,night,58,"7 mph, Out To RF",Partly Cloudy,10,608665,430935,1,N,2018,133,140
2018/04/03/wasmlb-atlmlb-1,night,78,"13 mph, R To L",Cloudy,4705,527054,595918,1,N,2018,144,120
2018/04/04/balmlb-houmlb-1,day,68,"17 mph, Out To LF",Sunny,2392,572971,605164,1,N,2018,117,110
2018/04/04/chamlb-tormlb-1,night,68,"0 mph, None",Roof Closed,14,592717,608334,1,N,2018,141,145
2018/04/04/clemlb-anamlb-1,day,65,"6 mph, Out To RF",Overcast,1,572140,446372,1,N,2018,108,114
2018/04/04/colmlb-sdnmlb-1,night,59,"13 mph, L To R",Partly Cloudy,2680,453385,592351,1,N,2018,135,115
2018/04/04/lanmlb-arimlb-1,day,74,"0 mph, None",Roof Closed,15,571578,622072,1,N,2018,109,119
2018/04/04/minmlb-pitmlb-1,night,37,"21 mph, Out To CF",Cloudy,31,467100,543606,1,N,2018,134,142
2018/04/04/phimlb-nynmlb-1,day,54,"20 mph, Out To RF",Cloudy,3289,592789,605400,1,N,2018,121,143
2018/04/04/seamlb-sfnmlb-1,day,62,"16 mph, Out To CF",Partly Cloudy,2395,456501,433587,1,N,2018,137,136
2018/04/04/slnmlb-milmlb-1,night,65,"0 mph, None",Roof Closed,32,468504,593372,1,N,2018,158,138
2018/04/04/tbamlb-nyamlb-1,day,53,"18 mph, Out To CF",Overcast,3313,622663,605483,1,N,2018,147,139
2018/04/04/texmlb-oakmlb-1,night,57,"9 mph, Out To RF",Overcast,10,640455,450729,1,N,2018,133,140
2018/04/04/wasmlb-atlmlb-1,day,53,"15 mph, Out To LF",Partly Cloudy,4705,592314,453286,1,N,2018,144,120
2018/04/05/arimlb-slnmlb-1,night,61,"13 mph, R To L",Clear,2889,425794,592662,1,N,2018,138,109
2018/04/05/balmlb-nyamlb-1,night,43,"14 mph, Out To RF",Partly Cloudy,3313,547888,488768,1,N,2018,147,110
2018/04/05/chnmlb-milmlb-1,night,64,"0 mph, None",Roof Closed,32,608718,452657,1,N,2018,158,112
2018/04/05/cinmlb-pitmlb-1,night,43,"14 mph, Out To CF",Partly Cloudy,31,643230,456701,1,N,2018,134,113
2018/04/05/colmlb-sdnmlb-1,day,65,"7 mph, L To R",Partly Cloudy,2680,664192,542881,1,N,2018,135,115
2018/04/05/detmlb-chamlb-1,day,43,"10 mph, In From RF",Cloudy,4,448306,519455,1,N,2018,145,116
2018/04/05/miamlb-phimlb-1,day,46,"17 mph, L To R",Partly Cloudy,2681,601713,592761,1,N,2018,143,146
2018/04/05/nynmlb-wasmlb-1,day,42,"8 mph, L To R",Partly Cloudy,3309,544931,594798,1,N,2018,120,121
2018/04/05/seamlb-minmlb-1,day,38,"7 mph, R To L",Partly Cloudy,3312,502043,572020,1,N,2018,142,136
2018/04/05/tbamlb-bosmlb-1,day,40,"18 mph, Out To RF",Sunny,3,456034,630023,1,N,2018,111,139
2018/04/05/texmlb-oakmlb-1,day,60,"4 mph, L To R",Cloudy,10,596043,527048,1,N,2018,133,140
2018/04/06/atlmlb-colmlb-1,day,27,"4 mph, R To L",Snow,19,608566,435221,1,N,2018,115,144
2018/04/06/balmlb-nyamlb-1,night,60,"16 mph, Out To LF",Partly Cloudy,3313,282332,592332,1,N,2018,147,110
2018/04/06/chnmlb-milmlb-1,night,64,"0 mph, None",Roof Closed,32,605540,543294,1,N,2018,158,112
2018/04/06/cinmlb-pitmlb-1,night,51,"18 mph, Out To CF",Cloudy,31,592866,622491,1,N,2018,134,113
2018/04/06/kcamlb-clemlb-1,day,41,"14 mph, L To R",Cloudy,5,471911,518633,1,N,2018,114,118
2018/04/06/oakmlb-anamlb-1,night,65,"4 mph, Out To RF",Partly Cloudy,1,592170,605254,1,N,2018,108,133
2018/04/06/sdnmlb-houmlb-1,night,73,"0 mph, None",Roof Closed,2392,621121,606131,1,N,2018,117,135
2018/04/06/tormlb-texmlb-1,night,74,"11 mph, Out To CF",Partly Cloudy,13,519043,462136,1,N,2018,140,141
2018/04/07/arimlb-slnmlb-1,day,37,"9 mph, In From RF",Sunny,2889,608379,425844,1,N,2018,138,109
2018/04/07/atlmlb-colmlb-1,night,55,"6 mph, R To L",Cloudy,19,518452,434671,1,N,2018,115,144
2018/04/07/balmlb-nyamlb-1,day,42,"11 mph, Out To RF",Cloudy,3313,543243,501957,1,N,2018,147,110
2018/04/07/chnmlb-milmlb-1,day,64,"0 mph, None",Roof Closed,32,605200,506433,1,N,2018,158,112
2018/04/07/cinmlb-pitmlb-1,night,36,"6 mph, Out To RF",Partly Cloudy,31,641771,607219,1,N,2018,134,113
2018/04/07/detmlb-chamlb-1,day,32,"9 mph, Varies",Sunny,4,608337,605242,1,N,2018,145,116
2018/04/07/kcamlb-clemlb-1,day,34,"10 mph, In From CF",Sunny,5,545333,453178,1,N,2018,114,118
2018/04/07/lanmlb-sfnmlb-1,day,62,"17 mph, Out To CF",Cloudy,2395,608717,448179,1,N,2018,137,119
2018/04/07/miamlb-phimlb-1,night,46,"5 mph, In From CF",Cloudy,2681,592826,596071,1,N,2018,143,146
2018/04/07/nynmlb-wasmlb-1,day,42,"11 mph, In From LF",Cloudy,3309,461829,571927,1,N,2018,120,121
2018/04/07/oakmlb-anamlb-1,night,67,"8 mph, Out To CF",Overcast,1,500724,592811,1,N,2018,108,133
2018/04/07/sdnmlb-houmlb-1,night,62,"0 mph, None",Roof Closed,2392,543037,571951,1,N,2018,117,135
2018/04/07/seamlb-minmlb-1,day,27,"12 mph, Out To RF",Sunny,3312,621244,502190,1,N,2018,142,136
2018/04/07/tbamlb-bosmlb-1,day,43,"14 mph, Out To RF",Cloudy,3,519144,607188,1,N,2018,111,139
2018/04/07/tormlb-texmlb-1,night,42,"13 mph, L To R",Overcast,13,501985,573186,1,N,2018,140,141
2018/04/08/arimlb-slnmlb-1,day,41,"7 mph, R To L",clear,2889,596133,592836,1,N,2018,138,109
2018/04/08/atlmlb-colmlb-1,day,59,"9 mph, L To R",Partly Cloudy,19,607536,656794,1,N,2018,115,144
2018/04/08/balmlb-nyamlb-1,day,42,"11 mph, L To R",Partly Cloudy,3313,656756,605541,1,N,2018,147,110
2018/04/08/chnmlb-milmlb-1,day,65,"0 mph, None",Roof Closed,32,502624,500779,1,N,2018,158,112
2018/04/08/cinmlb-pitmlb-1,day,35,"7 mph, Out To CF",Cloudy,31,592791,641816,1,N,2018,134,113
2018/04/08/detmlb-chamlb-1,day,36,"5 mph, In From CF",Sunny,4,625643,571666,1,N,2018,145,116
2018/04/08/kcamlb-clemlb-1,day,32,"10 mph, In From LF",Partly Cloudy,5,605182,434628,1,N,2018,114,118
2018/04/08/lanmlb-sfnmlb-1,day,63,"14 mph, Out To CF",Partly Cloudy,2395,621389,477132,1,N,2018,137,119
2018/04/08/miamlb-phimlb-1,day,44,"11 mph, L To R",Partly Cloudy,2681,453562,670950,1,N,2018,143,146
2018/04/08/nynmlb-wasmlb-1,night,47,"11 mph, In From LF",Clear,3309,543699,518774,1,N,2018,120,121
2018/04/08/oakmlb-anamlb-1,day,73,"5 mph, R To L",Partly Cloudy,1,660271,608665,1,N,2018,108,133
2018/04/08/sdnmlb-houmlb-1,day,52,"1 mph, Calm",Cloudy,2392,450203,475115,1,N,2018,117,135
2018/04/08/tbamlb-bosmlb-1,day,38,"15 mph, In From CF",Cloudy,3,593958,552640,1,N,2018,111,139
2018/04/08/tormlb-texmlb-1,day,50,"8 mph, In From CF",Overcast,13,430935,448802,1,N,2018,140,141
2018/04/09/anamlb-texmlb-1,night,69,"11 mph, Out To RF",Partly Cloudy,13,450729,572070,1,N,2018,140,108
2018/04/09/arimlb-sfnmlb-1,night,64,"8 mph, Out To CF",Partly Cloudy,2395,502706,643327,1,N,2018,137,109
2018/04/09/atlmlb-wasmlb-1,night,45,"4 mph, Out To LF",Overcast,3309,453286,527054,1,N,2018,120,144
2018/04/09/cinmlb-phimlb-1,night,43,"10 mph, In From CF",Cloudy,2681,594902,642003,1,N,2018,143,113
2018/04/09/detmlb-clemlb-1,night,33,"10 mph, In From RF",Clear,5,446372,434538,1,N,2018,114,116
2018/04/09/houmlb-minmlb-1,night,35,"11 mph, Out To CF",Cloudy,3312,458681,434378,1,N,2018,142,117
2018/04/09/milmlb-slnmlb-1,night,49,"11 mph, L To R",Cloudy,2889,571945,468504,1,N,2018,138,158
2018/04/09/nynmlb-miamlb-1,night,83,"12 mph, R To L",Clear,4169,570632,592789,1,N,2018,146,121
2018/04/09/sdnmlb-colmlb-1,night,54,"5 mph, R To L",Partly Cloudy,19,592351,453385,1,N,2018,115,135
2018/04/09/seamlb-kcamlb-1,night,42,"9 mph, L To R",Overcast,7,596001,594835,1,N,2018,118,136
2018/04/09/tbamlb-chamlb-1,day,35,"11 mph, In From LF",Overcast,4,456068,502042,1,N,2018,145,139
2018/04/09/tormlb-balmlb-1,night,44,"3 mph, R To L",Cloudy,2,605164,457918,1,N,2018,110,141
2018/04/10/anamlb-texmlb-1,night,71,"7 mph, Out To RF",Clear,13,527048,572140,1,N,2018,140,108
2018/04/10/arimlb-sfnmlb-1,night,55,"13 mph, Out To CF",Overcast,2395,595881,571578,1,N,2018,137,109
2018/04/10/atlmlb-wasmlb-1,night,52,"9 mph, In From CF",Clear,3309,544931,592314,1,N,2018,120,144
2018/04/10/cinmlb-phimlb-1,night,47,"13 mph, In From LF",Partly Cloudy,2681,605400,456701,1,N,2018,143,113
2018/04/10/detmlb-clemlb-1,night,40,"9 mph, Out To RF",Partly Cloudy,5,458708,571510,1,N,2018,114,116
2018/04/10/houmlb-minmlb-1,night,39,"10 mph, R To L",Partly Cloudy,3312,543606,572971,1,N,2018,142,117
2018/04/10/milmlb-slnmlb-1,night,51,"5 mph, Out To CF",Clear,2889,593372,608718,1,N,2018,138,158
2018/04/10/nyamlb-bosmlb-1,night,38,"5 mph, L To R",Cloudy,3,519242,622663,1,N,2018,111,147
2018/04/10/nynmlb-miamlb-1,night,79,"0 mph, None",Roof Closed,4169,592761,594798,1,N,2018,146,121
2018/04/10/oakmlb-lanmlb-1,night,78,"4 mph, Out To LF",Clear,22,547943,640455,1,N,2018,119,133
2018/04/10/pitmlb-chnmlb-1,day,43,"5 mph, L To R",Partly Cloudy,17,543022,467100,1,N,2018,112,134
2018/04/10/sdnmlb-colmlb-1,night,70,"3 mph, In From CF",Cloudy,19,542881,664192,1,N,2018,115,135
2018/04/10/seamlb-kcamlb-1,night,60,"11 mph, R To L",Cloudy,7,607215,433587,1,N,2018,118,136
2018/04/10/tbamlb-chamlb-1,day,43,"7 mph, R To L",Partly Cloudy,4,608334,605483,1,N,2018,145,139
2018/04/10/tormlb-balmlb-1,night,49,"11 mph, L To R",Clear,2,488768,592717,1,N,2018,110,141
2018/04/11/anamlb-texmlb-1,night,79,"18 mph, In From CF",Clear,13,519043,642545,1,N,2018,140,108
2018/04/11/arimlb-sfnmlb-1,day,58,"14 mph, Out To CF",Partly Cloudy,2395,605498,592662,1,N,2018,137,109
2018/04/11/atlmlb-wasmlb-1,day,51,"3 mph, Out To CF",Cloudy,3309,595918,435221,1,N,2018,120,144
2018/04/11/cinmlb-phimlb-1,night,53,"10 mph, Out To CF",Partly Cloudy,2681,601713,622491,1,N,2018,143,113
2018/04/11/detmlb-clemlb-1,night,54,"10 mph, In From CF",Cloudy,5,471911,519455,1,N,2018,114,116
2018/04/11/houmlb-minmlb-1,day,44,"10 mph, In From CF",Partly Cloudy,3312,502043,621121,1,N,2018,142,117
2018/04/11/milmlb-slnmlb-1,day,70,"14 mph, Out To RF",Cloudy,2889,425794,448855,1,N,2018,138,158
2018/04/11/nyamlb-bosmlb-1,night,42,"13 mph, R To L",Cloudy,3,456034,547888,1,N,2018,111,147
2018/04/11/nynmlb-miamlb-1,night,75,"16 mph, L To R",Partly Cloudy,4169,606424,554430,1,N,2018,146,121
2018/04/11/oakmlb-lanmlb-1,night,64,"5 mph, Out To CF",Clear,22,622072,596043,1,N,2018,119,133
2018/04/11/pitmlb-chnmlb-1,night,46,"8 mph, R To L",Overcast,17,452657,643230,1,N,2018,112,134
2018/04/11/sdnmlb-colmlb-1,day,75,"9 mph, L To R",Sunny,19,608566,606131,1,N,2018,115,135
2018/04/11/seamlb-kcamlb-1,day,71,"19 mph, R To L",Partly Cloudy,7,518633,572020,1,N,2018,118,136
2018/04/11/tbamlb-chamlb-1,day,59,"11 mph, R To L",Sunny,4,448306,630023,1,N,2018,145,139
2018/04/11/tormlb-balmlb-1,night,58,"9 mph, Varies",Partly Cloudy,2,592332,462136,1,N,2018,110,141
2018/04/12/anamlb-kcamlb-1,night,79,"15 mph, R To L",Cloudy,7,453178,607374,1,N,2018,118,108
2018/04/12/chamlb-minmlb-1,night,47,"10 mph, In From LF",Cloudy,3312,621244,608337,1,N,2018,142,145
2018/04/12/colmlb-wasmlb-1,night,74,"18 mph, Out To CF",Partly Cloudy,3309,461829,518452,1,N,2018,120,115
2018/04/12/detmlb-clemlb-1,night,74,"22 mph, Out To RF",Partly Cloudy,5,545333,605242,1,N,2018,114,116
2018/04/12/nyamlb-bosmlb-1,night,53,"15 mph, Out To LF",Cloudy,3,519144,543243,1,N,2018,111,147
2018/04/12/pitmlb-chnmlb-1,day,74,"14 mph, Out To RF",Sunny,17,543294,592866,1,N,2018,112,134
2018/04/12/sfnmlb-sdnmlb-1,night,63,"12 mph, L To R",Clear,2680,571951,608717,1,N,2018,135,137
2018/04/12/slnmlb-cinmlb-1,night,79,"14 mph, Varies",Clear,2602,607219,608379,1,N,2018,113,138
2018/04/13/anamlb-kcamlb-1,night,69,"8 mph, L To R",Overcast,7,434628,571760,1,N,2018,118,108
2018/04/13/arimlb-lanmlb-1,night,71,"3 mph, Out To CF",Clear,22,628317,425844,1,N,2018,119,109
2018/04/13/atlmlb-chnmlb-1,day,42,"17 mph, In From LF",Overcast,17,506433,434671,1,N,2018,112,144
2018/04/13/balmlb-bosmlb-1,night,53,"7 mph, In From RF",Partly Cloudy,3,593958,501957,1,N,2018,111,110
2018/04/13/colmlb-wasmlb-1,night,81,"9 mph, Out To LF",Clear,3309,543699,607536,1,N,2018,120,115
2018/04/13/milmlb-nynmlb-1,night,68,"10 mph, Out To LF",Partly Cloudy,3289,571927,605200,1,N,2018,121,158
2018/04/13/nyamlb-detmlb-1,night,53,"11 mph, L To R",Cloudy,2394,571666,656756,1,N,2018,116,147
2018/04/13/oakmlb-seamlb-1,night,55,"0 mph, Calm",Roof Closed,680,502190,592811,1,N,2018,136,133
2018/04/13/phimlb-tbamlb-1,night,72,"0 mph, None",Dome,12,607188,592826,1,N,2018,139,143
2018/04/13/pitmlb-miamlb-1,night,77,"12 mph, In From LF",Partly Cloudy,4169,596071,641771,1,N,2018,146,134
2018/04/13/sfnmlb-sdnmlb-1,night,70,"13 mph, L To R",Clear,2680,475115,621389,1,N,2018,135,137
2018/04/13/slnmlb-cinmlb-1,night,79,"14 mph, R To L",Partly Cloudy,2602,641816,596133,1,N,2018,113,138
2018/04/13/texmlb-houmlb-1,night,73,"0 mph, None",Roof Closed,2392,543037,430935,1,N,2018,117,140
2018/04/13/tormlb-clemlb-1,night,46,"11 mph, L To R",Cloudy,5,605182,573186,1,N,2018,114,141
2018/04/14/anamlb-kcamlb-1,night,42,"8 mph, R To L",Overcast,7,596001,572070,1,N,2018,118,108
2018/04/14/arimlb-lanmlb-1,night,76,"7 mph, Out To CF",Clear,22,448179,592836,1,N,2018,119,109
2018/04/14/atlmlb-chnmlb-1,day,38,"24 mph, In From CF",Drizzle,17,500779,656794,1,N,2018,112,144
2018/04/14/balmlb-bosmlb-1,day,48,"15 mph, In From RF",Cloudy,3,584171,502171,1,N,2018,111,110
2018/04/14/colmlb-wasmlb-1,day,77,"15 mph, Out To CF",Sunny,3309,453286,592351,1,N,2018,120,115
2018/04/14/milmlb-nynmlb-1,night,55,"20 mph, In From RF",Cloudy,3289,518774,502624,1,N,2018,121,158
2018/04/14/oakmlb-seamlb-1,night,51,"1 mph, Out To CF",Roof Closed,680,594835,608665,1,N,2018,136,133
2018/04/14/phimlb-tbamlb-1,night,72,"0 mph, None",Dome,12,502042,453562,1,N,2018,139,143
2018/04/14/pitmlb-miamlb-1,night,81,"15 mph, R To L",Partly Cloudy,4169,670950,592791,1,N,2018,146,134
2018/04/14/sfnmlb-sdnmlb-1,night,77,"15 mph, L To R",Clear,2680,453385,502706,1,N,2018,135,137
2018/04/14/slnmlb-cinmlb-1,day,63,"11 mph, Varies",Rain,2602,605232,571945,1,N,2018,113,138
2018/04/14/texmlb-houmlb-1,day,64,"0 mph, None",Roof Closed,2392,450203,501985,1,N,2018,117,140
2018/04/15/arimlb-lanmlb-1,day,78,"5 mph, Out To RF",Partly Cloudy,22,477132,643327,1,N,2018,119,109
2018/04/15/balmlb-bosmlb-1,day,34,"23 mph, In From CF",Cloudy,3,519242,605164,1,N,2018,111,110
2018/04/15/colmlb-wasmlb-1,day,52,"12 mph, In From RF",Drizzle,3309,544931,542881,1,N,2018,120,115
2018/04/15/milmlb-nynmlb-1,day,42,"19 mph, In From RF",Cloudy,3289,592789,468504,1,N,2018,121,158
2018/04/15/oakmlb-seamlb-1,day,51,"1 mph, L To R",Cloudy,680,433587,640455,1,N,2018,136,133
2018/04/15/phimlb-tbamlb-1,day,72,"0 mph, None",Dome,12,642232,594902,1,N,2018,139,143
2018/04/15/pitmlb-miamlb-1,day,79,"0 mph, None",Roof Closed,4169,570632,467100,1,N,2018,146,134
2018/04/15/sfnmlb-sdnmlb-1,day,74,"15 mph, Out To RF",Partly Cloudy,2680,664192,595881,1,N,2018,135,137
2018/04/15/slnmlb-cinmlb-1,day,53,"2 mph, Varies",Overcast,2602,456701,593372,1,N,2018,113,138
2018/04/15/texmlb-houmlb-1,night,67,"13 mph, Out To LF",Clear,2392,434378,112526,1,N,2018,117,140
2018/04/16/chamlb-oakmlb-1,night,53,"16 mph, Out To RF",Cloudy,10,596043,625643,1,N,2018,133,145
2018/04/16/cinmlb-milmlb-1,night,62,"0 mph, None",Roof Closed,32,608718,622491,1,N,2018,158,113
2018/04/16/colmlb-pitmlb-1,night,36,"16 mph, Out To CF",Cloudy,31,643230,608566,1,N,2018,134,115
2018/04/16/houmlb-seamlb-1,night,47,"2 mph, Out To CF",Roof Closed,680,572020,572971,1,N,2018,136,117
2018/04/16/lanmlb-sdnmlb-1,night,61,"16 mph, Out To RF",Partly Cloudy,2680,572362,547943,1,N,2018,135,119
2018/04/16/miamlb-nyamlb-1,night,53,"15 mph, R To L",Cloudy,3313,622663,592761,1,N,2018,147,146
2018/04/16/phimlb-atlmlb-1,night,49,"17 mph, In From RF",Clear,4705,527054,605400,1,N,2018,144,143
